state_name,county_name,population_2018,asthma_crude_prevalence,asthma_crude_prevalence_ci,asthma_age_adjusted_prevalence,asthma_age_adjusted_prevalence_ci,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI
georgia,rockdale,90594,10.2,"( 9.7, 10.8)",10.1,"( 9.6, 10.8)",243,200,41,2,0,0,0,112,61,36
georgia,sumter,29733,10.9,"(10.4, 11.6)",10.9,"(10.3, 11.5)",241,219,22,0,0,0,0,80,50,34
georgia,walker,69410,9.8,"( 9.2, 10.5)",9.8,"( 9.2, 10.6)",347,196,151,0,0,0,0,75,61,47
georgia,washington,20386,10.7,"(10.2, 11.3)",10.7,"(10.2, 11.3)",121,96,25,0,0,0,0,70,56,37
hawaii,hawaii,200983,10.4,"(10.1, 10.8)",10.7,"(10.3, 11.0)",365,140,211,12,2,0,0,153,89,55
hawaii,honolulu,980080,9.0,"( 8.7,  9.3)",9.1,"( 8.8,  9.5)",365,353,12,0,0,0,0,73,43,31
hawaii,kauai,72133,9.1,"( 8.8,  9.4)",9.3,"( 9.0,  9.7)",355,350,5,0,0,0,0,56,34,18
hawaii,maui,167207,9.4,"( 9.1,  9.7)",9.5,"( 9.2,  9.8)",361,347,14,0,0,0,0,76,39,25
idaho,ada,469966,8.6,"( 8.1,  9.1)",8.6,"( 8.1,  9.2)",365,266,92,7,0,0,0,134,72,42
idaho,bannock,87138,9.7,"( 9.2, 10.3)",9.7,"( 9.2, 10.3)",365,298,63,2,2,0,0,174,60,29
idaho,benewah,9226,10.5,"( 9.9, 11.1)",10.6,"(10.1, 11.3)",361,156,192,11,2,0,0,164,80,53
idaho,blaine,22601,9.0,"( 8.4,  9.6)",8.9,"( 8.4,  9.5)",363,313,47,3,0,0,0,143,55,17
idaho,boise,7634,9.3,"( 8.8, 10.0)",9.4,"( 8.8, 10.0)",365,169,190,6,0,0,0,130,70,52
idaho,bonner,44727,9.8,"( 9.2, 10.4)",9.9,"( 9.3, 10.6)",363,258,89,11,4,1,0,270,64,39
idaho,bonneville,116854,9.4,"( 8.9, 10.0)",9.4,"( 8.9, 10.0)",352,268,81,2,1,0,0,154,61,36
idaho,butte,2611,9.4,"( 8.9, 10.0)",9.6,"( 9.1, 10.1)",363,311,49,3,0,0,0,115,54,41
idaho,canyon,223499,9.9,"( 9.3, 10.4)",9.9,"( 9.3, 10.4)",365,254,106,5,0,0,0,134,69,35
idaho,custer,4280,9.8,"( 9.2, 10.6)",10.0,"( 9.4, 10.8)",90,85,3,2,0,0,0,128,26,7
idaho,franklin,13726,9.6,"( 9.0, 10.2)",9.6,"( 9.0, 10.2)",319,249,67,3,0,0,0,124,61,25
idaho,idaho,16513,9.6,"( 9.0, 10.2)",9.7,"( 9.2, 10.4)",365,248,115,2,0,0,0,134,64,43
idaho,jerome,24015,9.9,"( 9.4, 10.6)",9.9,"( 9.3, 10.5)",320,270,45,5,0,0,0,145,57,24
idaho,kootenai,161505,9.5,"( 9.0, 10.1)",9.6,"( 9.0, 10.2)",331,240,81,5,4,1,0,229,65,33
idaho,latah,40134,9.6,"( 9.0, 10.4)",9.6,"( 9.0, 10.1)",365,327,32,5,1,0,0,184,52,14
idaho,lemhi,7961,9.7,"( 9.1, 10.4)",10.0,"( 9.4, 10.7)",360,225,132,3,0,0,0,121,74,38
idaho,nez perce,40408,10.1,"( 9.6, 10.6)",10.2,"( 9.7, 10.8)",365,273,87,4,1,0,0,188,67,25
idaho,shoshone,12796,10.5,"( 9.8, 11.1)",10.6,"( 9.9, 11.3)",365,157,195,12,1,0,0,153,85,53
idaho,twin falls,86081,9.7,"( 9.1, 10.2)",9.7,"( 9.2, 10.3)",355,271,79,3,2,0,0,151,60,39
idaho,valley,11041,8.9,"( 8.4,  9.5)",9.0,"( 8.5,  9.6)",353,254,97,2,0,0,0,108,62,29
illinois,adams,65691,9.6,"( 9.1, 10.3)",9.8,"( 9.2, 10.5)",245,228,17,0,0,0,0,87,49,35
illinois,champaign,209983,9.5,"( 9.0, 10.0)",9.4,"( 9.0,  9.9)",365,209,152,4,0,0,0,112,65,47
illinois,clark,15596,9.8,"( 9.2, 10.5)",9.9,"( 9.3, 10.6)",359,337,21,1,0,0,0,101,48,32
illinois,cook,5180493,9.3,"( 8.9,  9.8)",9.4,"( 8.9,  9.8)",365,86,260,15,4,0,0,177,86,59
illinois,dupage,928589,8.4,"( 8.0,  8.9)",8.4,"( 7.9,  8.9)",361,136,221,4,0,0,0,112,72,53
illinois,effingham,34208,9.5,"( 9.0, 10.2)",9.6,"( 9.0, 10.2)",245,214,30,1,0,0,0,112,51,39
illinois,hamilton,8163,9.7,"( 9.1, 10.4)",9.8,"( 9.2, 10.6)",362,212,147,3,0,0,0,105,63,47
illinois,jersey,21847,9.6,"( 9.1, 10.2)",9.6,"( 9.1, 10.3)",356,208,145,3,0,0,0,122,66,47
illinois,jo daviess,21366,9.3,"( 8.7,  9.9)",9.4,"( 8.9, 10.1)",344,323,19,2,0,0,0,119,47,33
illinois,kane,534216,8.9,"( 8.4,  9.5)",8.9,"( 8.4,  9.4)",364,275,84,5,0,0,0,122,63,39
illinois,lake,700832,8.5,"( 8.1,  9.0)",8.4,"( 8.0,  8.9)",352,304,40,6,2,0,0,164,58,35
illinois,mchenry,308570,9.1,"( 8.6,  9.7)",9.0,"( 8.5,  9.6)",362,213,141,8,0,0,0,122,71,46
illinois,mclean,172828,9.4,"( 8.9, 10.1)",9.3,"( 8.8,  9.8)",365,169,195,1,0,0,0,108,67,52
illinois,macon,104712,10.1,"( 9.6, 10.7)",10.3,"( 9.8, 10.9)",365,162,200,3,0,0,0,126,67,52
illinois,macoupin,45313,9.8,"( 9.3, 10.4)",9.9,"( 9.3, 10.6)",333,300,30,3,0,0,0,115,50,36
illinois,madison,264461,9.7,"( 9.2, 10.3)",9.8,"( 9.2, 10.4)",365,159,196,8,2,0,0,154,74,53
illinois,peoria,180621,10.0,"( 9.5, 10.6)",10.1,"( 9.6, 10.7)",365,189,173,3,0,0,0,101,67,49
illinois,randolph,32106,9.9,"( 9.4, 10.6)",10.0,"( 9.4, 10.6)",363,225,137,1,0,0,0,129,61,46
illinois,rock island,143477,9.6,"( 9.1, 10.2)",9.6,"( 9.2, 10.2)",365,212,152,1,0,0,0,101,63,46
illinois,sangamon,195348,9.8,"( 9.3, 10.4)",9.9,"( 9.3, 10.5)",363,189,173,1,0,0,0,122,66,49
illinois,will,692310,9.0,"( 8.6,  9.5)",8.9,"( 8.5,  9.4)",365,194,167,4,0,0,0,126,70,49
illinois,winnebago,284081,10.0,"( 9.5, 10.6)",10.0,"( 9.5, 10.6)",362,310,49,2,1,0,0,151,54,36
indiana,allen,375351,10.3,"( 9.8, 10.9)",10.3,"( 9.8, 10.9)",365,193,166,6,0,0,0,122,68,50
indiana,bartholomew,82753,9.5,"( 8.9, 10.1)",9.5,"( 8.9, 10.2)",365,242,119,4,0,0,0,108,63,44
indiana,boone,66999,9.1,"( 8.6,  9.8)",9.1,"( 8.5,  9.8)",365,324,36,5,0,0,0,112,54,34
indiana,brown,15234,9.9,"( 9.3, 10.7)",10.0,"( 9.4, 10.8)",363,339,24,0,0,0,0,97,48,33
indiana,carroll,20127,10.0,"( 9.4, 10.6)",10.0,"( 9.4, 10.8)",359,337,19,3,0,0,0,115,48,32
indiana,clark,117360,10.0,"( 9.5, 10.7)",10.0,"( 9.5, 10.7)",357,276,77,4,0,0,0,122,61,37
indiana,delaware,114772,10.8,"(10.1, 11.6)",10.7,"(10.1, 11.4)",361,301,56,4,0,0,0,129,58,36
indiana,dubois,42565,9.8,"( 9.2, 10.4)",9.8,"( 9.2, 10.5)",119,71,48,0,0,0,0,89,62,42
indiana,elkhart,205560,10.3,"( 9.7, 10.9)",10.3,"( 9.7, 10.9)",363,228,132,3,0,0,0,105,62,44
indiana,floyd,77781,10.0,"( 9.5, 10.7)",10.0,"( 9.5, 10.7)",346,295,46,5,0,0,0,143,55,35
indiana,greene,32006,10.4,"( 9.8, 11.1)",10.5,"( 9.8, 11.2)",361,294,64,3,0,0,0,129,59,38
indiana,hamilton,330086,8.8,"( 8.3,  9.4)",8.7,"( 8.2,  9.3)",365,229,130,6,0,0,0,129,63,45
indiana,hendricks,167009,9.3,"( 8.8,  9.9)",9.3,"( 8.7,  9.8)",365,335,28,2,0,0,0,108,48,33
indiana,henry,48271,10.3,"( 9.7, 11.0)",10.3,"( 9.7, 11.0)",116,80,35,1,0,0,0,111,60,41
indiana,howard,82366,10.5,"(10.0, 11.2)",10.6,"(10.0, 11.3)",365,234,126,5,0,0,0,108,61,44
indiana,huntington,36240,10.1,"( 9.5, 10.8)",10.1,"( 9.5, 10.8)",358,337,21,0,0,0,0,97,46,31
indiana,jackson,44111,10.4,"( 9.8, 11.2)",10.4,"( 9.8, 11.2)",341,321,20,0,0,0,0,90,47,32
indiana,knox,36895,10.4,"( 9.8, 11.1)",10.4,"( 9.8, 11.1)",357,311,42,4,0,0,0,122,54,35
indiana,lake,484411,10.2,"( 9.7, 10.6)",10.2,"( 9.7, 10.6)",365,139,220,5,1,0,0,151,69,54
indiana,laporte,110007,10.4,"( 9.8, 11.0)",10.4,"( 9.9, 11.0)",363,288,68,6,1,0,0,161,61,37
indiana,madison,129641,11.0,"(10.3, 11.6)",11.0,"(10.4, 11.7)",365,199,159,7,0,0,0,136,63,48
indiana,marion,954670,10.9,"(10.3, 11.4)",10.9,"(10.3, 11.4)",365,105,249,10,1,0,0,158,73,55
indiana,monroe,146917,9.9,"( 9.3, 10.8)",9.8,"( 9.3, 10.5)",335,182,153,0,0,0,0,98,63,48
indiana,morgan,70116,10.2,"( 9.6, 10.9)",10.2,"( 9.6, 10.9)",364,337,27,0,0,0,0,100,47,33
indiana,perry,19102,10.0,"( 9.4, 10.6)",10.0,"( 9.4, 10.7)",350,324,26,0,0,0,0,80,50,35
indiana,porter,169594,9.4,"( 8.9, 10.0)",9.4,"( 8.9, 10.0)",365,214,146,4,1,0,0,164,64,47
indiana,posey,25540,9.9,"( 9.3, 10.6)",9.9,"( 9.3, 10.6)",360,326,34,0,0,0,0,100,50,34
indiana,st. joseph,270771,10.6,"(10.0, 11.2)",10.6,"(10.0, 11.2)",365,173,185,7,0,0,0,133,67,51
indiana,shelby,44593,10.1,"( 9.4, 10.8)",10.1,"( 9.5, 10.8)",361,331,25,5,0,0,0,112,49,34
indiana,spencer,20327,10.0,"( 9.5, 10.7)",10.1,"( 9.5, 10.8)",121,72,49,0,0,0,0,87,61,41
indiana,sullivan,20690,10.3,"( 9.8, 11.0)",10.3,"( 9.8, 11.0)",181,108,73,0,0,0,0,92,62,43
indiana,tippecanoe,193048,9.9,"( 9.3, 10.7)",9.8,"( 9.3, 10.4)",345,207,138,0,0,0,0,80,59,46
indiana,vanderburgh,180974,10.3,"( 9.7, 11.0)",10.3,"( 9.7, 11.0)",365,200,162,3,0,0,0,143,64,48
indiana,vigo,107386,10.4,"( 9.8, 11.1)",10.4,"( 9.8, 11.1)",365,188,174,3,0,0,0,115,67,50
indiana,wabash,31280,10.2,"( 9.6, 10.9)",10.3,"( 9.7, 11.0)",362,315,42,5,0,0,0,129,54,35
indiana,warrick,62567,9.6,"( 9.0, 10.3)",9.6,"( 9.0, 10.3)",365,324,38,3,0,0,0,126,51,35
indiana,whitley,34074,9.7,"( 9.1, 10.3)",9.7,"( 9.2, 10.4)",348,235,113,0,0,0,0,84,59,41
iowa,black hawk,132408,8.9,"( 8.4,  9.5)",8.9,"( 8.4,  9.4)",365,140,225,0,0,0,0,84,66,53
iowa,bremer,24947,8.2,"( 7.8,  8.8)",8.3,"( 7.8,  8.8)",245,224,19,2,0,0,0,112,50,37
iowa,cerro gordo,42647,8.6,"( 8.2,  9.2)",8.7,"( 8.3,  9.3)",115,115,0,0,0,0,0,46,31,16
iowa,clinton,46518,9.0,"( 8.5,  9.7)",9.1,"( 8.5,  9.8)",365,168,197,0,0,0,0,100,68,52
iowa,harrison,14134,8.7,"( 8.2,  9.2)",8.7,"( 8.2,  9.4)",245,213,30,2,0,0,0,101,58,39
iowa,johnson,151260,8.6,"( 8.1,  9.3)",8.5,"( 8.1,  9.0)",362,186,176,0,0,0,0,93,61,50
iowa,lee,34055,9.0,"( 8.6,  9.6)",9.1,"( 8.6,  9.7)",121,70,51,0,0,0,0,78,61,45
iowa,linn,225909,8.8,"( 8.3,  9.3)",8.8,"( 8.4,  9.4)",365,185,176,4,0,0,0,129,67,50
iowa,montgomery,10003,9.0,"( 8.5,  9.7)",9.2,"( 8.6,  9.9)",365,219,146,0,0,0,0,93,63,46
iowa,muscatine,42929,8.5,"( 8.0,  9.0)",8.5,"( 8.0,  9.0)",365,154,211,0,0,0,0,95,66,52
iowa,palo alto,8929,8.3,"( 7.8,  8.8)",8.4,"( 8.0,  8.9)",365,188,175,2,0,0,0,115,66,49
iowa,polk,487204,8.2,"( 7.7,  8.7)",8.1,"( 7.7,  8.7)",365,225,138,2,0,0,0,112,62,46
iowa,pottawattamie,93533,9.1,"( 8.6,  9.7)",9.1,"( 8.6,  9.7)",124,80,43,1,0,0,0,102,61,42
iowa,scott,173283,9.0,"( 8.5,  9.6)",9.0,"( 8.6,  9.6)",365,100,261,4,0,0,0,108,72,56
iowa,van buren,7020,8.9,"( 8.4,  9.4)",9.0,"( 8.5,  9.6)",359,230,129,0,0,0,0,100,61,43
iowa,woodbury,102539,8.8,"( 8.3,  9.3)",8.8,"( 8.3,  9.4)",122,81,41,0,0,0,0,93,58,44
kansas,chase,2629,9.6,"( 9.1, 10.2)",9.8,"( 9.2, 10.4)",116,96,20,0,0,0,0,67,53,30
kansas,ford,33888,9.6,"( 9.1, 10.2)",9.6,"( 9.1, 10.2)",354,325,28,1,0,0,0,129,41,17
kansas,johnson,597555,8.6,"( 8.1,  9.1)",8.6,"( 8.1,  9.1)",363,277,86,0,0,0,0,92,61,40
kansas,leavenworth,81352,9.4,"( 8.9, 10.0)",9.4,"( 8.9, 10.0)",362,325,37,0,0,0,0,100,51,33
kansas,neosho,15951,10.0,"( 9.4, 10.6)",10.1,"( 9.5, 10.7)",359,285,74,0,0,0,0,87,57,40
kansas,sedgwick,513607,9.9,"( 9.4, 10.5)",9.9,"( 9.4, 10.5)",365,238,127,0,0,0,0,100,64,44
kansas,shawnee,177499,9.8,"( 9.3, 10.4)",9.9,"( 9.4, 10.5)",365,194,171,0,0,0,0,99,67,50
kansas,sherman,5899,9.8,"( 9.2, 10.4)",9.9,"( 9.3, 10.5)",350,344,6,0,0,0,0,91,31,14
kansas,sumner,22996,9.8,"( 9.2, 10.5)",9.9,"( 9.3, 10.6)",365,293,72,0,0,0,0,90,58,38
kansas,trego,2793,9.3,"( 8.8,  9.9)",9.6,"( 9.0, 10.2)",364,287,76,1,0,0,0,130,61,39
kansas,wyandotte,165324,10.4,"( 9.9, 10.8)",10.3,"( 9.9, 10.8)",365,200,162,2,1,0,0,172,71,48
kentucky,bell,26569,12.8,"(11.9, 13.7)",12.9,"(11.9, 13.9)",256,224,32,0,0,0,0,84,52,39
